Year ,Month,State,County,Unemployment_Rate
2020,June,FL,Citrus County,9.8
2020,June,FL,Clay County,6.6
2020,June,FL,Collier County,9.4
2020,June,FL,Columbia County,6.8
2020,June,FL,DeSoto County,5.9
2020,June,FL,Dixie County,6.8
2020,June,FL,Duval County,8.4
2020,June,FL,Escambia County,7.9
2020,June,FL,Flagler County,9.4
2020,June,FL,Franklin County,6.2
2020,June,FL,Gadsden County,7.4
2020,June,FL,Gilchrist County,5.6
2020,June,FL,Glades County,7.1
2020,June,FL,Gulf County,6.8
2020,June,FL,Hamilton County,8.4
2020,June,FL,Hardee County,8.3
2020,June,FL,Hendry County,10.6
2020,June,FL,Hernando County,10
2020,June,FL,Highlands County,8.9
2020,June,FL,Hillsborough County,9
2020,June,FL,Holmes County,6.5
2020,June,FL,Indian River County,9.2
2020,June,FL,Jackson County,6.9
2020,June,FL,Jefferson County,6.6
2020,June,FL,Lafayette County,4.8
2020,June,FL,Lake County,13.8
2020,June,FL,Lee County,9.6
2020,June,FL,Leon County,7
2020,June,FL,Levy County,7.3
2020,June,FL,Liberty County,5.9
2020,June,FL,Madison County,7
2020,June,FL,Manatee County,8.4
2020,June,FL,Marion County,8.3
2020,June,FL,Martin County,7.8
2020,June,FL,Miami-Dade County,11.8
2020,June,FL,Monroe County,9.7
2020,June,FL,Nassau County,7.2
2020,June,FL,Okaloosa County,6.2
2020,June,FL,Okeechobee County,6.8
2020,June,FL,Orange County,16.9
2020,June,FL,Osceola County,22.3
2020,June,FL,Palm Beach County,10.2
2020,June,FL,Pasco County,9.1
2020,June,FL,Pinellas County,8.8
2020,June,FL,Polk County,13.6
2020,June,FL,Putnam County,9.3
2020,June,FL,Santa Rosa County,6.3
2020,June,FL,Sarasota County,8.5
2020,June,FL,Seminole County,10
2020,June,FL,St. Johns County,6.8
2020,June,FL,St. Lucie County,9.7
2020,June,FL,Sumter County,9.4
2020,June,FL,Suwannee County,6.8
2020,June,FL,Taylor County,7.1
2020,June,FL,Union County,5.4
2020,June,FL,Volusia County,9.5
2020,June,FL,Wakulla County,5.6
2020,June,FL,Walton County,6.8
2020,June,FL,Washington County,6.8
2020,June,FL,Florida (Not Seasonally Adjusted),10.5
2020,June,FL,Florida (Seasonally Adjusted),10.3
2020,June,FL,United States (Not Seasonally Adjusted),11.2
2020,June,FL,United States (Seasonally Adjusted),11.1
2020,June,NY,Hamilton County,7.7
2020,June,NY,Chenango County,8.4
2020,June,NY,Yates County,8.5
2020,June,NY,Columbia County,8.8
2020,June,NY,Tompkins County,8.9
2020,June,NY,Delaware County,9.2
2020,June,NY,Lewis County,9.2
2020,June,NY,Wyoming County,9.2
2020,June,NY,Otsego County,9.3
2020,June,NY,Schoharie County,9.3
2020,June,NY,Livingston County,9.5
2020,June,NY,Genesee County,9.6
2020,June,NY,Washington County,9.8
2020,June,NY,Wayne County,9.8
2020,June,NY,Herkimer County,9.9
2020,June,NY,Rensselaer County,9.9
2020,June,NY,Ontario County,10.2
2020,June,NY,Saratoga County,10.2
2020,June,NY,Clinton County,10.3
2020,June,NY,Cortland County,10.3
2020,June,NY,Tioga County,10.3
2020,June,NY,Albany County,10.4
2020,June,NY,Essex County,10.5
2020,June,NY,Allegany County,10.6
2020,June,NY,Cayuga County,10.6
2020,June,NY,Madison County,10.6
2020,June,NY,St. Lawrence County,10.7
2020,June,NY,Oneida County,11
2020,June,NY,Orleans County,11
2020,June,NY,Seneca County,11
2020,June,NY,Franklin County,11.1
2020,June,NY,Schuyler County,11.1
2020,June,NY,Steuben County,11.1
2020,June,NY,Chautauqua County,11.2
2020,June,NY,Jefferson County,11.2
2020,June,NY,Putnam County,11.2
2020,June,NY,Broome County,11.3
2020,June,NY,Fulton County,11.3
2020,June,NY,Ulster County,11.3
2020,June,NY,Dutchess County,11.5
2020,June,NY,Greene County,11.5
2020,June,NY,Montgomery County,11.6
2020,June,NY,Warren County,11.6
2020,June,NY,Schenectady County,11.7
2020,June,NY,Oswego County,11.8
2020,June,NY,Chemung County,11.9
2020,June,NY,Monroe County,11.9
2020,June,NY,Onondaga County,12.1
2020,June,NY,Rockland County,12.1
2020,June,NY,Sullivan County,12.2
2020,June,NY,Westchester County,12.5
2020,June,NY,Orange County,12.7
2020,June,NY,Cattaraugus County,12.9
2020,June,NY,Suffolk County,12.9
2020,June,NY,Nassau County,13
2020,June,NY,Erie County,13.5
2020,June,NY,Niagara County,14.6
2020,June,NY,New York County,16
2020,June,NY,Richmond County,18.1
2020,June,NY,Kings County,20.5
2020,June,NY,Queens County,21.8
2020,June,NY,Bronx County,24.7
